,Task,AUC
112,191_631,0.4972072049651005
113,191_675,0.39559895833333336
114,192_635,0.7347222222222223
115,193_723,0.5871151200835413
116,194_639,0.5348331828977544
117,194_678,0.5839429490347937
118,195_642,0.5613024455925981
119,196_644,0.63311914567527
120,197_645,0.5142137456350035
121,197_646,0.5673085952184225
122,197_647,0.4979059829059829
123,197_648,0.825946275946276
124,197_649,0.547431704630097
125,197_650,0.5991243716779475
126,197_651,0.7578759118068855
127,198_682,0.7237327484226934
128,199_657,0.5511073422670687
129,19_30,0.7447916666666666
130,1_1,0.8214285714285714
131,200_658,1.0
132,201_660,0.91882394929237
133,202_661,0.888850513444375
134,203_662,0.5873427559112389
135,204_663,0.6690067137612518
136,205_664,0.6143149471669329
137,206_670,0.49941985965119057
138,206_671,0.5003055314036139
139,207_672,0.49810481229140413
140,208_673,0.6814373360231811
141,209_676,0.5927521277907302
142,210_677,0.5061546346811048
143,212_680,0.6000579634742644
144,213_681,0.478052831969676
145,214_683,0.43674328830606485
146,215_685,0.7925823163241816
147,216_687,0.4474282099221619
148,217_688,0.6043123221516048
149,217_689,0.6140433414575814
150,219_691,0.46330687492057443
151,21_32,0.16666666666666663
152,220_692,0.5374831015218727
153,221_693,0.6356278272523387
154,223_695,0.5908431294693878
155,224_696,0.5758202372751213
156,225_697,0.6096183318291942
157,227_699,0.5472283048518222
158,228_700,0.5385638605285595
159,229_701,0.5302981039328925
160,230_702,0.5474023506184014
161,231_703,0.5743328736119453
162,232_704,0.7000392726754379
163,232_705,0.6104584049492117
164,233_706,0.5969956611345457
165,234_707,0.5549344933565218
166,235_708,0.6392981861552266
167,236_709,0.6688399649313673
168,237_710,0.6363624591626619
169,237_711,0.5136863015051366
170,238_712,0.5808831124866345
171,239_713,0.531753930636072
172,23_34,0.375
173,240_714,0.6448149826772596
174,241_715,0.4849098216789433
175,242_716,0.49949927247527287
176,243_717,0.478451279705047
177,244_718,0.47439874911994817
178,245_719,0.5500076707692059
179,246_720,0.6211420400957128
180,247_721,0.5508070174964209
181,248_722,0.5216474693396245
182,249_724,0.5211790443023845
183,24_35,0.6404040404040404
184,250_725,0.7964776523259971
185,250_726,0.7969316204863433
186,251_727,0.6693854271210166
187,253_729,0.6257735022264411
188,254_730,0.933175342917135
189,257_735,0.5416923113220283
190,258_736,0.4468994406390995
191,259_737,0.431440189231436
192,25_36,0.3965909090909091
193,260_738,0.5548846181214395
194,261_739,0.5932823997648236
195,262_740,0.6622708890502581
196,263_741,0.540319755807482
197,264_742,0.64812160163517
198,265_743,0.5509670951805773
199,266_744,0.5417881250377405
200,267_745,0.6457558840404956
201,268_746,0.5766093071525294
202,269_747,0.5598245871226475
203,26_37,0.16666666666666663
204,270_748,0.5509348795366625
205,271_749,0.5151437293168835
206,272_750,0.5329325420453045
207,273_751,0.5061146279008326
208,274_752,0.4927988254071649
209,275_753,0.8550625166074681
210,275_754,0.5059131591641045
211,276_755,0.4829419632787394
212,277_756,0.7019624325724505
213,278_757,0.5210367727147879
214,279_758,0.5006198690348168
215,27_38,0.5616464646464646
216,27_39,0.6546919515669515
217,27_40,0.4666666666666667
218,280_759,0.6648656760461735
219,281_760,0.49131250791035636
220,283_762,0.5594611463714169
221,29_43,0.9230769230769231
222,37_69,0.9375
223,37_70,0.6875
224,37_74,0.75
225,37_77,0.5
226,3_3,0.9083333333333333
227,40_95,0.8009259259259259
228,40_96,0.8263888888888888
229,42_103,1.0
230,42_104,0.5
231,44_106,0.4
232,46_120,0.8555555555555555
233,49_149,0.0
234,50_154,
235,53_178,0.1875
236,54_179,0.2222222222222222
237,54_182,0.5833333333333334
238,5_5,0.6286764705882353
239,6_7,1.0
240,70_211,0.48015873015873023
241,71_212,0.3660714285714286
242,71_213,0.6458333333333334
243,76_230,0.3846153846153846
244,78_237,0.5
245,7_10,0.7777777777777778
246,7_11,0.7291666666666666
247,80_239,0.20833333333333334
248,81_241,0.33333333333333337
249,82_242,0.7970846233230134
250,82_243,0.5357142857142857
251,83_244,0.9545454545454546
252,83_245,0.375
253,84_246,0.75
254,85_247,0.7291666666666667
255,85_248,0.9166666666666667
256,86_249,0.36574074074074076
257,86_250,0.0
258,88_252,0.8
259,88_254,0.7516865079365079
260,89_255,0.37142857142857144
261,8_12,0.6101190476190477
262,8_13,0.7023809523809524
263,90_256,0.6085199485199485
264,91_257,0.8690476190476191
265,92_258,0.7827380952380952
266,93_259,0.5465712754139864
267,9_14,0.5
268,9_17,1.0
269,9_18,0.6333333333333333
