,Task,AUC
170,238_712,0.5293312682413445
171,239_713,0.5047178613443674
172,23_34,0.5416666666666666
173,240_714,0.5952084586713136
174,241_715,0.5737215851719668
175,242_716,0.48068965058413393
176,243_717,0.5281531531531533
177,244_718,0.38144096567333086
178,245_719,0.5025326797385621
179,246_720,0.564130837657524
180,247_721,0.4586995605273671
181,248_722,0.5563255439161966
182,249_724,0.4865809122495749
183,24_35,0.6
184,250_725,0.6736386495000589
185,250_726,0.7357626443647949
186,251_727,0.5819176931345054
187,253_729,0.5102526926263462
188,254_730,0.8542549095109742
189,257_735,0.561276938320535
190,258_736,0.3676767676767677
191,259_737,0.6683344640434192
192,25_36,0.55
193,260_738,0.5137153822998194
194,261_739,0.573844574633218
195,262_740,0.631612737544941
196,263_741,0.4842028985507247
197,264_742,0.566481223922114
198,265_743,0.542887612797375
199,266_744,0.5252147264843229
200,267_745,0.570077039383685
201,268_746,0.5163539910061832
202,269_747,0.49774553830949886
203,26_37,1.0
204,270_748,0.5255140787475172
205,271_749,0.5588145896656536
206,272_750,0.43245033112582776
207,273_751,0.43750000000000006
208,274_752,0.5627335591799671
209,275_753,0.9205790297339593
210,275_754,0.5068465280849181
211,276_755,0.5582573354480571
212,277_756,0.6868522535550734
213,278_757,0.4814796124343964
214,279_758,0.4712050489777135
215,27_38,0.5833333333333334
216,27_39,0.5416666666666666
217,27_40,0.3666666666666667
218,280_759,0.5908480166122089
219,281_760,0.5800248138957816
220,283_762,0.5534042553191489
221,29_43,0.6538461538461539
222,37_69,0.7291666666666667
223,37_70,0.53125
224,37_74,0.5357142857142857
225,37_77,0.875
226,3_3,0.6791666666666667
227,40_95,0.625
228,40_96,0.3680555555555556
229,42_103,0.25
230,42_104,0.0
231,44_106,0.0
232,46_120,1.0
233,49_149,0.16666666666666669
234,50_154,
235,53_178,0.31875
236,54_179,0.3888888888888889
237,54_182,0.4166666666666667
238,5_5,0.5601851851851851
239,6_7,0.4
240,70_211,0.4166666666666667
241,71_212,0.5285714285714286
242,71_213,0.225
243,76_230,1.0
244,78_237,0.0
245,7_10,0.888888888888889
246,7_11,0.6875
247,80_239,0.6128787878787878
248,81_241,0.4444444444444444
249,82_242,0.7280056759545923
250,82_243,0.6071428571428572
251,83_244,0.9772727272727272
252,83_245,0.625
253,84_246,0.625
254,85_247,0.75
255,85_248,0.8645833333333334
256,86_249,0.4444444444444444
257,86_250,0.4444444444444444
258,88_252,0.45
259,88_254,0.5805555555555555
260,89_255,0.4666666666666667
261,8_12,0.8333333333333333
262,8_13,1.0
263,90_256,0.5535714285714286
264,91_257,0.7916666666666666
265,92_258,0.7142857142857143
266,93_259,0.41666666666666663
267,9_14,0.0
268,9_17,0.7142857142857143
269,9_18,0.35
